WKT,name,description
"POLYGON ((106.8529992 -6.236848, 106.8528651 -6.236944, 106.85279 -6.2370666, 106.8527417 -6.2371733, 106.852688 -6.2373599, 106.8526344 -6.2375946, 106.852511 -6.2377172, 106.8523393 -6.2378292, 106.8523232 -6.2379359, 106.8523608 -6.2380159, 106.8524735 -6.2380852, 106.8527041 -6.2381812, 106.8528329 -6.2382345, 106.8529241 -6.2383518, 106.8530635 -6.2383038, 106.8530635 -6.2381385, 106.8530367 -6.2379999, 106.8531547 -6.2377439, 106.8531976 -6.2375572, 106.8532459 -6.2374026, 106.853262 -6.2372426, 106.8533103 -6.2370613, 106.8533318 -6.236896, 106.8529992 -6.236848))",Tebet Eco Park,
