WKT,name,description
"POLYGON ((106.8061688 -6.2128895, 106.8026712 -6.2135721, 106.7998387 -6.2142334, 106.7983153 -6.2146387, 106.7982938 -6.2157053, 106.7983796 -6.2169638, 106.7983796 -6.2180518, 106.7982938 -6.2193956, 106.7983153 -6.2203129, 106.7984011 -6.2207182, 106.7996242 -6.2211448, 106.8004825 -6.2214434, 106.8017056 -6.2219127, 106.8025639 -6.2224247, 106.8034222 -6.2228726, 106.8038299 -6.2236406, 106.8043449 -6.2242378, 106.8048598 -6.2246645, 106.8057611 -6.2239819, 106.8068125 -6.2232779, 106.8087222 -6.2220407, 106.8083145 -6.2213581, 106.8082287 -6.2192463, 106.8084218 -6.2174971, 106.8083145 -6.2161319, 106.8083145 -6.215748, 106.8065765 -6.2156626, 106.8061688 -6.2155133, 106.8061958 -6.2138148, 106.8061688 -6.2128895))",Gelora Bung Karno,
