WKT,name,description
"POLYGON ((106.8240523 -6.1715166, 106.8235373 -6.1715166, 106.823194 -6.1718579, 106.823194 -6.1725406, 106.8232155 -6.1729673, 106.8232584 -6.1732873, 106.8232369 -6.1737779, 106.823194 -6.1742473, 106.8231726 -6.1744819, 106.8231726 -6.1747806, 106.823194 -6.1751433, 106.8231726 -6.1755273, 106.8231726 -6.1759539, 106.8231726 -6.1763806, 106.8231296 -6.1766792, 106.8231296 -6.1772126, 106.8231189 -6.1774366, 106.8231296 -6.1776286, 106.8230975 -6.1778312, 106.8231296 -6.1781726, 106.8231189 -6.1783752, 106.8230867 -6.1786099, 106.8230975 -6.1789406, 106.8230331 -6.1793032, 106.8230975 -6.1795379, 106.8230545 -6.1798152, 106.8232048 -6.1800499, 106.8234193 -6.1801779, 106.8236124 -6.1802632, 106.8238485 -6.1803485, 106.8241703 -6.1804339, 106.8245351 -6.1803699, 106.8252432 -6.1803485, 106.8259299 -6.1803699, 106.8267453 -6.1802845, 106.8274748 -6.1802205, 106.8286121 -6.1802205, 106.8293416 -6.1801565, 106.8302643 -6.1801352, 106.8310583 -6.1801139, 106.8309939 -6.1794952, 106.8306935 -6.1791539, 106.8304574 -6.1789406, 106.8305004 -6.1785779, 106.8306506 -6.1784712, 106.8303072 -6.1781086, 106.8300068 -6.1777672, 106.8298995 -6.1772766, 106.8299425 -6.1764446, 106.8299425 -6.1759539, 106.8299425 -6.1754633, 106.8299639 -6.1749513, 106.8299639 -6.1743966, 106.8298995 -6.1739486, 106.8297923 -6.1735646, 106.8295348 -6.1733726, 106.8291914 -6.1731379, 106.8289983 -6.1728606, 106.8292129 -6.1720926, 106.8291271 -6.1717086, 106.8285692 -6.1714739, 106.8280542 -6.1715593, 106.8272603 -6.1716019, 106.8265521 -6.1715593, 106.8254793 -6.1715593, 106.8249857 -6.1715379, 106.8240523 -6.1715166))",Taman Monas,
