WKT,name,description
"POLYGON ((106.8834876 -6.2992161, 106.8846892 -6.3027565, 106.8864058 -6.3042921, 106.891384 -6.3059984, 106.8966626 -6.3073207, 106.9000529 -6.3091975, 106.9029712 -6.3111597, 106.9043015 -6.3109891, 106.9049024 -6.308771, 106.9048594 -6.3071074, 106.9058036 -6.3044628, 106.9059752 -6.3014769, 106.903572 -6.3008797, 106.8992375 -6.3008797, 106.895933 -6.3005811, 106.8926286 -6.3006237, 106.8894957 -6.3004531, 106.8875646 -6.2991734, 106.8849038 -6.2993014, 106.8834876 -6.2992161))",Taman Mini Indonesia Indah,
